verdict,statement_originator,statement,statement_date,statement_source,factchecker,factcheck_date,factcheck_analysis_link
half-true,Steve Lonegan,"Says under Mayor Cory Booker, Newark has seen ""violent crime up five years in a row, murder up five years in a row.""",8/15/2013,radio,Bill Wichert,8/25/2013,https://www.politifact.com/factchecks/2013/aug/25/steve-lonegan/cory-booker-has-overseen-five-years-row-increases-/
mostly-true,Kofi Annan,"""Studies have consistently failed to establish the existence of a link between the harshness of a country’s drug laws and its levels of drug use.""",4/19/2016,news,Jon Greenberg,4/22/2016,https://www.politifact.com/factchecks/2016/apr/22/kofi-annan/former-un-secretary-general-says-war-drugs-has-fai/
half-true,Valarie Wilson,Says Democratic candidate for state school superintendent Alisha Thomas Morgan voted to slash funding for the preschool programs for disabled and special needs students.,5/14/2014,other,Nancy Badertscher,5/27/2014,https://www.politifact.com/factchecks/2014/may/27/valarie-wilson/georgia-superintendent-candidate-criticizes-oppone/
mostly-true,Veronica Escobar,"""We saw the increases (of unaccompanied minors at the southern U.S. border) dating back almost a year.""",3/14/2021,news,Miriam Valverde,3/17/2021,https://www.politifact.com/factchecks/2021/mar/17/veronica-escobar/did-increase-children-arriving-border-start-under-/
pants-fire,Steven Emerson,"""There are actual cities"" like Birmingham, England, ""that are totally Muslim where non-Muslims just simply don’t go in.""",1/10/2015,news,Katie Sanders,1/14/2015,https://www.politifact.com/factchecks/2015/jan/14/steven-emerson/fox-news-guest-steven-emerson-says-birmingham-tota/
mostly-true,Club for Growth,"Says Leah Vukmir ""wrote a letter seeking leniency for a fellow state legislator convicted of sexual assault.""",7/12/2018,advertisement,Tom Kertscher,7/18/2018,https://www.politifact.com/factchecks/2018/jul/18/club-growth/did-senate-candidate-leah-vukmir-seek-leniency-fel/
true,Hillary Clinton,"""When I was secretary of state, I had a very high approval rating.""",5/22/2016,news,C. Eugene Emery Jr.,5/22/2016,https://www.politifact.com/factchecks/2016/may/22/hillary-clinton/hillary-clintons-approval-rating-secretary-state-w/
half-true,Mayors Against Illegal Guns,"In 2009, the FBI ""referred more than 71,000"" cases of people failing background checks when trying to buy a gun to another federal agency, ""but U.S. attorneys ultimately prosecuted only 77 of them.""",1/23/2013,blog,Tom Kertscher,2/3/2013,https://www.politifact.com/factchecks/2013/feb/03/mayors-against-illegal-guns/us-files-criminal-charges-fraction-gun-denial-case/
false,Bloggers,"""Israel dropped a tactical nuclear weapon on the port of Beirut.""",8/5/2020,news,Daniel Funke,8/5/2020,https://www.politifact.com/factchecks/2020/aug/05/blog-posting/no-evidence-israel-hit-beirut-nuclear-missile/
mostly-false,Jon Huntsman,"""In this country … we have more natural gas than Saudi Arabia has oil.""",12/15/2011,speech,Maryalice Gill,12/16/2011,https://www.politifact.com/factchecks/2011/dec/16/jon-huntsman/jon-huntsman-says-us-natural-gas-greater-supply-sa/
half-true,Facebook posts,Hospitals get paid more to list patients as COVID-19.,4/10/2020,social_media,Tom Kertscher,4/21/2020,https://www.politifact.com/factchecks/2020/apr/21/facebook-posts/Fact-check-Hospitals-COVID-19-payments/
half-true,Priorities USA Action,"""Mitt Romney’s pledged to protect (oil companies') record profits – and their billions in special tax breaks, too.""",3/30/2012,advertisement,Amy Sherman,4/6/2012,https://www.politifact.com/factchecks/2012/apr/06/priorities-usa-action/mitt-romney-pledged-protect-oil-companies-tax-b/
pants-fire,Bloggers,"""Apply Now and Win the Canada Diversity Immigration Visa Lottery (DV-2019) Program | Live and Work in Canada.""",4/15/2018,blog,Miriam Valverde,4/24/2018,https://www.politifact.com/factchecks/2018/apr/24/blog-posting/website-falsely-claims-applications-accepted-nonex/
mostly-false,Pete Sessions,"""Over the time that President Obama has been in office, we have lost 2.5 million free
enterprise system jobs, and, yet, 500,000 federal government jobs have been
added.""",7/30/2010,speech,W. Gardner Selby,8/8/2010,https://www.politifact.com/factchecks/2010/aug/08/pete-sessions/pete-sessions-federal-government-has-gained-500000/
false,Viral image,"Photos show Kamala Harris, Joe Biden, Gretchen Whitmer and Cory Booker violating COVID-19 safety precautions.",8/19/2020,social_media,Ciara O'Rourke,8/19/2020,https://www.politifact.com/factchecks/2020/aug/20/viral-image/posters-take-old-biden-campaign-photos-falsely-say/
pants-fire,Bloggers,"""12 white female bodies in garage freezer tagged ‘Black Lives Matter.’""",7/17/2020,blog,Ciara O'Rourke,7/20/2020,https://www.politifact.com/factchecks/2020/jul/20/blog-posting/fake-story-connecting-dead-bodies-and-black-lives-/
false,Facebook posts,Says this poem about people staying home was written by Kathleen O’Mara in 1869.,4/6/2020,social_media,Ciara O'Rourke,4/8/2020,https://www.politifact.com/factchecks/2020/apr/08/facebook-posts/viral-poem-about-staying-home-was-written-2020-not/
true,Stephanie Schriock,"""Texas is home to millions of Latinas, but the state has never elected a Latina to Congress.""",2/1/2016,other,Emma Hinchliffe,2/29/2016,https://www.politifact.com/factchecks/2016/feb/29/stephanie-schriock/emilys-list-leader-correct-texas-home-millions-lat/
mostly-true,Bernie Sanders,"""Unlike virtually every other campaign, we don't have a super PAC.""",9/28/2015,social_media,Linda Qiu,9/30/2015,https://www.politifact.com/factchecks/2015/sep/30/bernie-sanders/bernie-sanders-only-presidential-candidates-withou/
pants-fire,Bloggers,"Says ""President Trump makes English the official language of the United States!""",1/30/2017,news,Joshua Gillin,2/9/2017,https://www.politifact.com/factchecks/2017/feb/09/blog-posting/donald-trump-did-not-make-english-official-languag/
half-true,Jeb Bush,"""Florida has a law like (Indiana's Religious Freedom Restoration Act).""",3/30/2015,news,Katie Sanders,3/31/2015,https://www.politifact.com/factchecks/2015/mar/31/jeb-bush/does-florida-have-religious-freedom-restoration-ac/
true,Byron Brown,"Graduation rates in Buffalo’s school district, which were ""around 48 percent are now up to 64 percent"" since Say Yes Buffalo launched.",1/30/2017,testimony,Dan Clark,2/10/2017,https://www.politifact.com/factchecks/2017/feb/10/byron-brown/buffalo-schools-graduation-rates/
true,Edward Cox,"""The exodus of citizens from New York State has been growing.""",1/10/2017,news,Dan Clark,1/20/2017,https://www.politifact.com/factchecks/2017/jan/20/edward-cox/new-york-losing-more-people-other-states-its-gaini/
mostly-true,Mark Pocan,"""When the Constitution was written, (only) 20 to 25 percent of the people in the country could vote.""",4/9/2015,news,Dave Umhoefer,4/16/2015,https://www.politifact.com/factchecks/2015/apr/16/mark-pocan/mark-pocan-says-less-25-percent-population-could-v/
mostly-false,Hillary Clinton,"""We came out of the White House not only dead broke, but in debt.""",6/9/2014,news,Jon Greenberg,6/10/2014,https://www.politifact.com/factchecks/2014/jun/10/hillary-clinton/hillary-clinton-says-she-and-bill-were-dead-broke/
half-true,Sean Duffy,"""Julie Lassa willingly took a hefty pay raise at a time when people throughout her district and the state were losing their jobs.""",8/25/2010,campaign,James B. Nelson,9/21/2010,https://www.politifact.com/factchecks/2010/sep/21/sean-duffy/sean-duffy-says-julie-lassa-took-pay-raise-other-l/
half-true,Michael Untermeyer,"""Michael Untermeyer has been a Democrat for more than 40 years.""",5/10/2017,campaign,Anna Orso,5/12/2017,https://www.politifact.com/factchecks/2017/may/12/michael-untermeyer/philly-da-candidate-who-used-be-gop-actually-ive-a/
mostly-true,Lloyd Doggett,"""In Austin, I’ve got half-a-dozen or more schools on a list to be closed — one of which I presented a federal blue-ribbon award to for excellence. And several hundred school personnel on the list for possible terminations.""",2/16/2011,news,W. Gardner Selby,2/19/2011,https://www.politifact.com/factchecks/2011/feb/19/lloyd-doggett/lloyd-doggett-says-hes-got-half-dozen-or-more-scho/
mostly-false,Rick Santorum,"""If you look up the dictionary definition of happiness at the time of our founders … happiness was not doing what you want to do but doing what you ought to do.""",2/29/2012,speech,Becky Bowers,3/7/2012,https://www.politifact.com/factchecks/2012/mar/07/rick-santorum/rick-santorum-says-happiness-time-our-founders-was/
false,"Students, Parents and Teachers supporting Marshall Tuck","Says Tony Thurmond was ""Reprimanded by the Obama Administration for failing to address widespread sexual harassment and assault in district schools.""",10/11/2018,campaign,Chris Nichols,11/5/2018,https://www.politifact.com/factchecks/2018/nov/05/students-parents-and-teachers-supporting-marshall-/false-attack-ads-claim-tony-thurmond-was-reprimand/
false,Donald Trump,"""Crime in Germany is way up.""",6/18/2018,social_media,Jon Greenberg,6/18/2018,https://www.politifact.com/factchecks/2018/jun/18/donald-trump/donald-trump-wrong-about-crime-germany/
half-true,Wisconsin Manufacturers and Commerce,"""Right to Work states have: faster private sector employment growth""",3/9/2021,social_media,Nusaiba Mizan,6/9/2021,https://www.politifact.com/factchecks/2021/jun/09/wisconsin-manufacturers-and-commerce/lobbying-group-says-right-work-laws-lead-faster-em/
false,Jim Renacci,"""There is no record of congresswoman Betty Sutton ... ever holding a single in-person town hall meeting open to the general public.""",5/31/2012,news,Sabrina Eaton,6/7/2012,https://www.politifact.com/factchecks/2012/jun/07/jim-renacci/jim-renacci-says-betty-sutton-has-never-held-town-/
false,Greg Steube,"""You know how many children in the history of the United States have died in a fire (at school)? Zero.""",4/2/2015,testimony,Joshua Gillin,4/6/2015,https://www.politifact.com/factchecks/2015/apr/06/greg-steube/debate-school-gun-bill-legislator-says-there-have-/
true,Rodney Ellis,"Says state lawmakers have voted to ""spend virtually all of the Rainy Day Fund four times"" since the fund’s creation.",5/16/2011,speech,W. Gardner Selby,5/20/2011,https://www.politifact.com/factchecks/2011/may/20/rodney-ellis/rodney-ellis-says-lawmakers-have-voted-spend-virtu/
mostly-false,Instagram posts,"""By declining the vax, I am 100% safe from adverse reactions and 99.8% safe from COVID.""",12/4/2021,social_media,Andy Nguyen,1/3/2022,https://www.politifact.com/factchecks/2022/jan/03/instagram-posts/no-declining-covid-19-vaccine-wont-make-you-998-sa/
half-true,Michelle Mosby,"Joe Morrissey ""has been a delegate in the General Assembly for eight years with no laws passed to help our black community with education or workforce.""",10/11/2016,radio,Sean Gorman,11/1/2016,https://www.politifact.com/factchecks/2016/nov/01/michelle-mosby/michelle-mosby-soft-ground-about-joe-morrisseys-la/
false,Donald Trump,"""Biden failed to condemn far-left violent groups like Antifa, instead faulting only the brave men and women of law enforcement.""",9/1/2020,news,Madeline Heim,9/3/2020,https://www.politifact.com/factchecks/2020/sep/03/donald-trump/trump-campaign-wrong-biden-has-repeatedly-condemne/
half-true,Chip Rogers,"""Recent international reports show the United States near the bottom among industrialized nations for k-12 academic achievement.""",7/11/2011,speech,Eric Stirgus,8/23/2011,https://www.politifact.com/factchecks/2011/aug/23/chip-rogers/us-students-big-trouble-georgia-pol-says/
false,Thad Altman,"Says students who receive free or reduced lunch are ""performing just as well"" as students who do not.",3/10/2011,speech,Aaron Sharockman,3/10/2011,https://www.politifact.com/factchecks/2011/mar/11/thad-altman/during-teacher-bill-debate-talk-turns-student-perf/
mostly-true,Amy Klobuchar,"""There are, literally, two pharmaceutical lobbyists for every member of Congress.""",7/15/2019,speech,Julie Appleby,7/26/2019,https://www.politifact.com/factchecks/2019/jul/26/amy-klobuchar/klobuchar-says-there-are-enough-drug-lobbyists-dc-/
mostly-true,Citizens for Transportation Mobility,"The average Atlanta resident ""spends an extra $924 each year in additional gasoline and wasted time.""",4/14/2012,other,Eric Stirgus,4/27/2012,https://www.politifact.com/factchecks/2012/apr/27/citizens-transportation-mobility/how-costly-atlanta-gridlock-nearly-1000-person-gro/
mostly-false,Americans For Tax Reform,"The Obama administration’s ""green"" stimulus program ""funneled close to $2 billion dollars to overseas firms,"" creating thousands of jobs in China.",9/28/2012,other,Jon Greenberg,10/1/2012,https://www.politifact.com/factchecks/2012/oct/01/americans-tax-reform/anti-tax-group-says-obamas-stimulus-led-jobs-china/
mostly-false,D. Cole Phelps,"""Health care premiums in North Carolina are now among the five highest states in the country.""",9/1/2018,social_media,Paul Specht,10/2/2018,https://www.politifact.com/factchecks/2018/oct/02/d-cole-phelps/does-nc-have-5th-highest-health-insurance-premiums/
true,Jason Smith,"""In fact 7 out of 10 new jobs in America are created by small businesses.""",11/9/2018,social_media,Titus Wu,11/19/2018,https://www.politifact.com/factchecks/2018/nov/19/jason-smith/rep-jason-smith-not-far-small-business-job-creatio/
mostly-false,Robert Menendez,"Says as a result of the national health care reform, ""the Congressional Budget Office says we save $250 million over the first 10 years. Over the next 10 years, we save $1.2 trillion in savings in terms of health care.""",6/28/2012,news,Bill Wichert,7/11/2012,https://www.politifact.com/factchecks/2012/jul/11/robert-menendez/us-sen-robert-menendez-claims-health-care-reform-w/
half-true,Hillary Clinton,"When terrorists killed more than 250 Americans in Lebanon under Ronald Reagan, ""the Democrats didn’t make that a partisan issue.""",1/25/2016,television,Lauren Carroll,2/1/2016,https://www.politifact.com/factchecks/2016/feb/01/hillary-clinton/hillary-clinton-compares-benghazi-1983-attack-mari/
mostly-false,Instagram posts,"Joe Biden and Kamala Harris ""continuously questioned the vaccine during the campaign"" but now ""they support vaccine cards and forced vaccinations.""",8/15/2021,social_media,Tom Kertscher,8/20/2021,https://www.politifact.com/factchecks/2021/aug/20/instagram-posts/biden-harris-questioned-trump-not-vaccines-they-ba/
